,datetime,channel,store_code,bill_size,source
8360040,2021-02-21 16:04:00,Pickup,D424,180909.0,Store
8360293,2021-02-21 16:25:00,Delivery,D424,263636.0,AGG-FOODY
8360350,2021-02-21 16:29:00,Pickup,D424,219091.0,Store
8360453,2021-02-21 16:37:00,Delivery,D424,200909.0,AGG-FOODY
8360458,2021-02-21 16:38:00,Delivery,D424,980000.0,Store
8360484,2021-02-21 16:40:00,Pickup,D424,71818.0,Store
8360486,2021-02-21 16:40:00,Delivery,D424,128182.0,AGG-FOODY
8360549,2021-02-21 16:44:00,Pickup,D424,219091.0,WEBISTE
8360673,2021-02-21 16:51:00,Pickup,D424,180909.0,Store
8360684,2021-02-21 16:52:00,Pickup,D424,180909.0,Store
8360710,2021-02-21 16:54:00,Pickup,D424,108182.0,Store
8360856,2021-02-21 17:03:00,Pickup,D424,219091.0,Store
8360903,2021-02-21 17:05:00,Pickup,D424,108182.0,Store
8360941,2021-02-21 17:08:00,Pickup,D424,299091.0,Store
8361090,2021-02-21 17:17:00,Delivery,D424,320909.0,CallCenter
8361100,2021-02-21 17:17:00,Delivery,D424,483636.0,CallCenter
8361107,2021-02-21 17:17:00,Delivery,D424,438182.0,CallCenter
8361218,2021-02-21 17:23:00,Pickup,D424,117273.0,Store
8361547,2021-02-21 17:39:00,Pickup,D424,190000.0,AGG-GRAB
8361603,2021-02-21 17:42:00,Pickup,D424,180909.0,Store
8361673,2021-02-21 17:45:00,Pickup,D424,180909.0,Store
8361705,2021-02-21 17:47:00,Pickup,D424,219091.0,Store
8361764,2021-02-21 17:50:00,Pickup,D424,689091.0,AGG-GRAB
8361888,2021-02-21 17:56:00,Pickup,D424,228182.0,Store
8361913,2021-02-21 17:57:00,Delivery,D424,326364.0,AGG-FOODY
8362213,2021-02-21 18:11:00,Pickup,D424,463636.0,Store
8362220,2021-02-21 18:11:00,Delivery,D424,239091.0,WEBISTE
8362274,2021-02-21 18:13:00,Pickup,D424,117273.0,Store
8362390,2021-02-21 18:18:00,Pickup,D424,108182.0,AGG-GRAB
8362449,2021-02-21 18:21:00,Pickup,D424,108182.0,AGG-GRAB
8362509,2021-02-21 18:23:00,Pickup,D424,391818.0,Store
8362593,2021-02-21 18:26:00,Pickup,D424,391818.0,Store
8362602,2021-02-21 18:27:00,Delivery,D424,117273.0,WEBISTE
8362631,2021-02-21 18:28:00,Pickup,D424,190000.0,Store
8362759,2021-02-21 18:33:00,Pickup,D424,180909.0,Store
8362824,2021-02-21 18:36:00,Pickup,D424,334545.0,Store
8362890,2021-02-21 18:38:00,Pickup,D424,108182.0,Store
8362976,2021-02-21 18:42:00,Pickup,D424,219091.0,CallCenter
8363084,2021-02-21 18:46:00,Pickup,D424,219091.0,Store
8363143,2021-02-21 18:49:00,Pickup,D424,190000.0,Store
8363211,2021-02-21 18:52:00,Pickup,D424,190000.0,Store
8363441,2021-02-21 19:02:00,Pickup,D424,180000.0,Store
8363450,2021-02-21 19:02:00,Delivery,D424,155455.0,AGG-FOODY
8363513,2021-02-21 19:05:00,Delivery,D424,239091.0,CallCenter
8363516,2021-02-21 19:05:00,Delivery,D424,300000.0,AGG-FOODY
8363855,2021-02-21 19:22:00,Pickup,D424,153636.0,Store
8363899,2021-02-21 19:25:00,Pickup,D424,108182.0,Store
8364129,2021-02-21 19:38:00,Pickup,D424,353636.0,Store
8364176,2021-02-21 19:41:00,Pickup,D424,344545.0,Store
8364283,2021-02-21 19:48:00,Pickup,D424,140000.0,Store
8364316,2021-02-21 19:51:00,Delivery,D424,382727.0,AGG-FOODY
8364329,2021-02-21 19:51:00,Delivery,D424,210000.0,AGG-FOODY
8364351,2021-02-21 19:53:00,Pickup,D424,300000.0,Store
8364362,2021-02-21 19:54:00,Pickup,D424,190000.0,Store
8364436,2021-02-21 19:59:00,Delivery,D424,210000.0,AGG-FOODY
8364575,2021-02-21 20:09:00,Delivery,D424,255455.0,AGG-FOODY
8364620,2021-02-21 20:12:00,Delivery,D424,284545.0,WEBISTE
8364687,2021-02-21 20:18:00,Pickup,D424,228182.0,Store
8364864,2021-02-21 20:39:00,Pickup,D424,143636.0,Store
8364883,2021-02-21 20:41:00,Delivery,D424,320909.0,CallCenter
8364916,2021-02-21 20:45:00,Pickup,D424,180909.0,AGG-GRAB
8364943,2021-02-21 20:49:48,Dinein,D424,10909.0,Store
8364957,2021-02-21 20:52:37,Dinein,D424,10909.0,Store
8364977,2021-02-21 20:57:00,Pickup,D424,108182.0,Store
8365154,2021-02-22 09:09:00,Pickup,D424,219091.0,Store
8365189,2021-02-22 09:40:00,Pickup,D424,180909.0,Store
8365212,2021-02-22 09:55:00,Pickup,D424,470909.0,Store
8365495,2021-02-22 10:57:00,Delivery,D424,320909.0,CallCenter
8365556,2021-02-22 11:04:00,Delivery,D424,284545.0,WEBISTE
8365617,2021-02-22 11:11:00,Pickup,D424,255455.0,Store
8365645,2021-02-22 11:14:00,Pickup,D424,99091.0,Store
8365657,2021-02-22 11:15:00,Delivery,D424,128182.0,AGG-FOODY
8365801,2021-02-22 11:30:00,Pickup,D424,108182.0,Store
8366142,2021-02-22 12:00:00,Delivery,D424,237273.0,AGG-FOODY
8366350,2021-02-22 12:19:00,Pickup,D424,601818.0,Store
8366861,2021-02-22 13:49:00,Delivery,D424,374545.0,CallCenter
8366898,2021-02-22 13:58:00,Pickup,D424,228182.0,CallCenter
8366915,2021-02-22 14:01:00,Delivery,D424,248182.0,WEBISTE
8367018,2021-02-22 14:24:00,Pickup,D424,180909.0,Store
8367022,2021-02-22 14:25:00,Pickup,D424,90000.0,Store
8367112,2021-02-22 14:44:00,Pickup,D424,263636.0,Store
8367128,2021-02-22 14:47:00,Pickup,D424,117273.0,AGG-GRAB
8367145,2021-02-22 14:50:00,Delivery,D424,190000.0,CallCenter
8367210,2021-02-22 15:05:00,Delivery,D424,239091.0,Store
8367256,2021-02-22 15:14:00,Delivery,D424,337273.0,CallCenter
8367400,2021-02-22 15:37:00,Pickup,D424,287273.0,Store
8367513,2021-02-22 15:56:00,Delivery,D424,263636.0,AGG-FOODY
8367564,2021-02-22 16:03:00,Pickup,D424,332727.0,Store
8367567,2021-02-22 16:04:00,Delivery,D424,248182.0,CallCenter
8367596,2021-02-22 16:07:00,Delivery,D424,284545.0,WEBISTE
8367730,2021-02-22 16:25:00,Delivery,D424,216364.0,CallCenter
8367796,2021-02-22 16:34:00,Pickup,D424,190000.0,Store
8367807,2021-02-22 16:36:00,Pickup,D424,143636.0,Store
8367911,2021-02-22 16:47:00,Delivery,D424,378182.0,CallCenter
8368310,2021-02-22 17:20:00,Pickup,D424,108182.0,Store
8368333,2021-02-22 17:22:00,Delivery,D424,128182.0,AGG-FOODY
8368335,2021-02-22 17:22:00,Pickup,D424,217273.0,Store
8368358,2021-02-22 17:24:00,Pickup,D424,177273.0,Store
8368397,2021-02-22 17:27:00,Delivery,D424,200909.0,CallCenter
8368419,2021-02-22 17:28:00,Delivery,D424,360909.0,WEBISTE
8368453,2021-02-22 17:30:00,Delivery,D424,1422727.0,CallCenter
8368513,2021-02-22 17:35:00,Delivery,D424,228182.0,Store
8368640,2021-02-22 17:45:00,Pickup,D424,328182.0,Store
8368783,2021-02-22 17:54:00,Pickup,D424,108182.0,Store
8368810,2021-02-22 17:56:00,Delivery,D424,282727.0,CallCenter
8368815,2021-02-22 17:56:00,Delivery,D424,239091.0,CallCenter
8368871,2021-02-22 18:00:00,Pickup,D424,117273.0,Store
8368892,2021-02-22 18:02:00,Pickup,D424,108182.0,Store
8368988,2021-02-22 18:08:00,Pickup,D424,108182.0,Store
8369158,2021-02-22 18:19:00,Delivery,D424,392727.0,CallCenter
8369191,2021-02-22 18:22:00,Pickup,D424,280000.0,AGG-GRAB
8369207,2021-02-22 18:23:00,Pickup,D424,99091.0,Store
8369238,2021-02-22 18:25:00,Pickup,D424,325455.0,AGG-GRAB
8369283,2021-02-22 18:29:00,Pickup,D424,228182.0,Store
8369499,2021-02-22 18:42:00,Pickup,D424,260909.0,AGG-GRAB
8369613,2021-02-22 18:49:00,Pickup,D424,264545.0,Store
8369635,2021-02-22 18:51:00,Pickup,D424,300909.0,WEBISTE
8369669,2021-02-22 18:53:00,Pickup,D424,228182.0,Store
8369701,2021-02-22 18:55:00,Delivery,D424,444545.0,AGG-FOODY
8369936,2021-02-22 19:12:00,Pickup,D424,228182.0,WEBISTE
8370029,2021-02-22 19:19:36,Dinein,D424,21818.0,Store
8370036,2021-02-22 19:20:00,Pickup,D424,108182.0,Store
8370050,2021-02-22 19:21:00,Pickup,D424,71818.0,Store
8370093,2021-02-22 19:23:00,Pickup,D424,217273.0,WEBISTE
8370185,2021-02-22 19:31:00,Pickup,D424,300909.0,Store
8370358,2021-02-22 19:46:00,Pickup,D424,219091.0,Store
8370382,2021-02-22 19:48:00,Pickup,D424,91955.0,Store
8370449,2021-02-22 19:55:00,Pickup,D424,255455.0,Store
8370510,2021-02-22 20:02:00,Pickup,D424,226364.0,Store
8370554,2021-02-22 20:07:00,Pickup,D424,108182.0,Store
8370581,2021-02-22 20:10:00,Pickup,D424,180909.0,WEBISTE
8370596,2021-02-22 20:12:00,Delivery,D424,283636.0,CallCenter
8370609,2021-02-22 20:13:00,Delivery,D424,128182.0,AGG-FOODY
8370627,2021-02-22 20:16:00,Pickup,D424,180909.0,CallCenter
8370657,2021-02-22 20:20:00,Pickup,D424,153636.0,Store
8370680,2021-02-22 20:22:00,Pickup,D424,190000.0,Store
8370757,2021-02-22 20:33:00,Pickup,D424,71818.0,Store
8370869,2021-02-22 20:48:00,Pickup,D424,99091.0,Store
8370879,2021-02-22 20:50:00,Pickup,D424,399091.0,Store
8370955,2021-02-22 21:10:00,Pickup,D424,108182.0,AGG-GRAB
8370969,2021-02-22 21:13:00,Pickup,D424,252727.0,AGG-GRAB
8371063,2021-02-23 09:25:00,Pickup,D424,310000.0,Store
8371172,2021-02-23 10:17:00,Pickup,D424,228182.0,Store
8371248,2021-02-23 10:30:00,Pickup,D424,180909.0,Store
8371473,2021-02-23 11:04:00,Delivery,D424,445455.0,AGG-FOODY
8371536,2021-02-23 11:11:00,Pickup,D424,190000.0,Store
8371564,2021-02-23 11:13:00,Delivery,D424,115136.0,CallCenter
8372009,2021-02-23 11:54:00,Delivery,D424,237273.0,AGG-FOODY
8372101,2021-02-23 12:04:00,Delivery,D424,239091.0,CallCenter
8372237,2021-02-23 12:20:00,Pickup,D424,108182.0,Store
8372359,2021-02-23 12:36:00,Delivery,D424,248182.0,CallCenter
8372597,2021-02-23 13:18:00,Delivery,D424,180909.0,CallCenter
8372771,2021-02-23 14:02:00,Delivery,D424,136364.0,AGG-FOODY
8372782,2021-02-23 14:04:00,Pickup,D424,221818.0,AGG-GRAB
8372787,2021-02-23 14:05:00,Pickup,D424,190000.0,AGG-GRAB
8372798,2021-02-23 14:07:00,Pickup,D424,190000.0,AGG-GRAB
8373003,2021-02-23 15:01:00,Pickup,D424,180909.0,Store
8373068,2021-02-23 15:16:00,Pickup,D424,219091.0,Store
8373142,2021-02-23 15:27:00,Pickup,D424,190000.0,Store
8373163,2021-02-23 15:30:00,Pickup,D424,71818.0,AGG-GRAB
8373367,2021-02-23 16:04:00,Pickup,D424,345455.0,Store
8373441,2021-02-23 16:13:00,Pickup,D424,108182.0,Store
8373484,2021-02-23 16:18:00,Pickup,D424,219091.0,Store
8373517,2021-02-23 16:21:00,Pickup,D424,170909.0,Store
8373622,2021-02-23 16:31:00,Pickup,D424,228182.0,Store
8373646,2021-02-23 16:34:00,Delivery,D424,108182.0,CallCenter
8373678,2021-02-23 16:38:00,Delivery,D424,239091.0,CallCenter
8373735,2021-02-23 16:43:00,Pickup,D424,262727.0,WEBISTE
8373799,2021-02-23 16:48:00,Delivery,D424,237273.0,AGG-FOODY
8373955,2021-02-23 17:04:00,Pickup,D424,228182.0,Store
8373968,2021-02-23 17:06:00,Delivery,D424,200909.0,WEBISTE
8374084,2021-02-23 17:14:00,Pickup,D424,264545.0,Store
8374163,2021-02-23 17:20:00,Pickup,D424,108182.0,Store
8374270,2021-02-23 17:29:00,Pickup,D424,180909.0,Store
8374374,2021-02-23 17:37:00,Pickup,D424,309091.0,Store
8374580,2021-02-23 17:53:00,Delivery,D424,248182.0,CallCenter
8374903,2021-02-23 18:13:00,Pickup,D424,228182.0,Store
8374933,2021-02-23 18:15:00,Pickup,D424,228182.0,Store
8374989,2021-02-23 18:19:00,Pickup,D424,219091.0,Store
8375008,2021-02-23 18:20:00,Delivery,D424,426364.0,AGG-FOODY
8375012,2021-02-23 18:20:00,Pickup,D424,219091.0,Store
8375384,2021-02-23 18:44:00,Delivery,D424,428182.0,Store
8375431,2021-02-23 18:48:00,Pickup,D424,180909.0,Store
8375819,2021-02-23 19:15:00,Pickup,D424,317273.0,Store
8375867,2021-02-23 19:19:00,Pickup,D424,108182.0,Store
8376064,2021-02-23 19:35:00,Pickup,D424,153636.0,Store
8376133,2021-02-23 19:40:00,Pickup,D424,279091.0,Store
8376315,2021-02-23 19:56:00,Pickup,D424,108182.0,Store
8376323,2021-02-23 19:57:00,Delivery,D424,180909.0,CallCenter
8376453,2021-02-23 20:11:00,Pickup,D424,219091.0,Store
8376465,2021-02-23 20:13:00,Pickup,D424,264545.0,Store
8376506,2021-02-23 20:20:00,Pickup,D424,219091.0,Store
8376511,2021-02-23 20:20:00,Delivery,D424,417273.0,AGG-FOODY
8376611,2021-02-23 20:34:00,Pickup,D424,180909.0,Store
8376654,2021-02-23 20:40:00,Pickup,D424,190000.0,Store
8376694,2021-02-23 20:47:00,Pickup,D424,117273.0,Store
8376755,2021-02-23 20:59:00,Pickup,D424,190000.0,Store
8376817,2021-02-23 21:14:00,Delivery,D424,128182.0,AGG-FOODY
8377166,2021-02-24 10:44:00,Pickup,D424,219091.0,Store
8377181,2021-02-24 10:46:00,Pickup,D424,153636.0,Store
8377296,2021-02-24 11:01:00,Delivery,D424,237273.0,AGG-FOODY
8377686,2021-02-24 11:39:00,Pickup,D424,63636.0,Store
8377808,2021-02-24 11:50:00,Pickup,D424,190000.0,WEBISTE
8378005,2021-02-24 12:08:00,Pickup,D424,86545.0,Store
8378310,2021-02-24 12:51:00,Pickup,D424,271818.0,Store
8378465,2021-02-24 13:22:00,Pickup,D424,108182.0,Store
8378474,2021-02-24 13:23:00,Delivery,D424,462727.0,AGG-FOODY
8378560,2021-02-24 13:40:00,Pickup,D424,462727.0,Store
8378565,2021-02-24 13:41:00,Pickup,D424,363636.0,Store
8378622,2021-02-24 13:58:00,Pickup,D424,190000.0,Store
8378678,2021-02-24 14:13:00,Delivery,D424,411818.0,CallCenter
8378883,2021-02-24 15:07:00,Delivery,D424,955455.0,Store
8378956,2021-02-24 15:23:00,Pickup,D424,108182.0,Store
8379036,2021-02-24 15:38:00,Delivery,D424,476364.0,CallCenter
8379039,2021-02-24 15:39:00,Pickup,D424,271818.0,Store
8379057,2021-02-24 15:41:00,Pickup,D424,190000.0,Store
8379059,2021-02-24 15:42:00,Pickup,D424,71818.0,Store
8379063,2021-02-24 15:42:00,Delivery,D424,300000.0,AGG-FOODY
8379064,2021-02-24 15:42:00,Delivery,D424,210000.0,AGG-FOODY
8379077,2021-02-24 15:44:00,Pickup,D424,189091.0,Store
8379106,2021-02-24 15:50:00,Pickup,D424,300909.0,Store
8379125,2021-02-24 15:53:00,Pickup,D424,255455.0,Store
8379158,2021-02-24 15:58:00,Delivery,D424,248182.0,CallCenter
8379188,2021-02-24 16:03:00,Delivery,D424,228182.0,AGG-FOODY
8379331,2021-02-24 16:22:00,Pickup,D424,117273.0,Store
8379414,2021-02-24 16:33:00,Pickup,D424,400909.0,Store
8379422,2021-02-24 16:34:00,Delivery,D424,248182.0,CallCenter
8379531,2021-02-24 16:45:00,Pickup,D424,272727.0,Store
8379533,2021-02-24 16:45:00,Pickup,D424,456364.0,Store
8379742,2021-02-24 17:04:00,Pickup,D424,470909.0,WEBISTE
8379806,2021-02-24 17:10:00,Delivery,D424,128182.0,AGG-FOODY
8379902,2021-02-24 17:18:00,Delivery,D424,137273.0,AGG-FOODY
8379914,2021-02-24 17:19:00,Delivery,D424,228182.0,AGG-FOODY
8380055,2021-02-24 17:30:00,Delivery,D424,282727.0,CallCenter
8380078,2021-02-24 17:32:00,Delivery,D424,237273.0,AGG-FOODY
8380144,2021-02-24 17:36:00,Delivery,D424,292727.0,CallCenter
8380232,2021-02-24 17:41:00,Delivery,D424,190000.0,Store
8380497,2021-02-24 18:00:00,Pickup,D424,108182.0,Store
8380597,2021-02-24 18:06:00,Pickup,D424,228182.0,Store
8381133,2021-02-24 18:38:00,Delivery,D424,237273.0,AGG-FOODY
8381173,2021-02-24 18:41:00,Pickup,D424,228182.0,Store
8381473,2021-02-24 18:59:00,Pickup,D424,252727.0,AGG-GRAB
8381506,2021-02-24 19:02:00,Pickup,D424,219091.0,Store
8381508,2021-02-24 19:02:00,Pickup,D424,255455.0,CallCenter
8381596,2021-02-24 19:08:00,Pickup,D424,587273.0,AGG-GRAB
8381629,2021-02-24 19:11:00,Delivery,D424,200000.0,AGG-FOODY
8381662,2021-02-24 19:13:00,Pickup,D424,216364.0,AGG-GRAB
8381735,2021-02-24 19:18:00,Pickup,D424,310000.0,Store
8381736,2021-02-24 19:18:00,Pickup,D424,255455.0,Store
8381807,2021-02-24 19:23:00,Pickup,D424,135455.0,AGG-GRAB
8381849,2021-02-24 19:26:00,Pickup,D424,134545.0,AGG-GRAB
8381889,2021-02-24 19:29:00,Pickup,D424,90000.0,Store
8381927,2021-02-24 19:31:00,Pickup,D424,153636.0,Store
8381929,2021-02-24 19:31:00,Pickup,D424,108182.0,AGG-GRAB
8381972,2021-02-24 19:35:00,Pickup,D424,228182.0,Store
8382100,2021-02-24 19:47:00,Pickup,D424,316364.0,AGG-GRAB
8382157,2021-02-24 19:52:00,Pickup,D424,255455.0,Store
8382249,2021-02-24 19:59:19,Dinein,D424,10909.0,Store
8382300,2021-02-24 20:05:00,Pickup,D424,161818.0,Store
8382385,2021-02-24 20:14:00,Pickup,D424,255455.0,Store
8382398,2021-02-24 20:17:00,Pickup,D424,190000.0,AGG-GRAB
8382405,2021-02-24 20:18:00,Pickup,D424,108182.0,Store
8382554,2021-02-24 20:42:00,Pickup,D424,228182.0,Store
8382568,2021-02-24 20:44:00,Pickup,D424,99091.0,Store
8382578,2021-02-24 20:45:00,Pickup,D424,117273.0,Store
8382773,2021-02-25 09:15:00,Pickup,D424,228182.0,Store
8382837,2021-02-25 10:04:17,Dinein,D424,32727.0,Store
8382894,2021-02-25 10:14:00,Pickup,D424,264545.0,CallCenter
8382997,2021-02-25 10:33:00,Pickup,D424,228182.0,Store
8383047,2021-02-25 10:42:00,Delivery,D424,200909.0,WEBISTE
8383299,2021-02-25 11:12:00,Delivery,D424,237273.0,AGG-FOODY
8383664,2021-02-25 11:46:00,Delivery,D424,353636.0,AGG-FOODY
8383798,2021-02-25 11:57:00,Delivery,D424,275455.0,CallCenter
8383819,2021-02-25 11:58:00,Delivery,D424,320909.0,WEBISTE
8383912,2021-02-25 12:06:00,Delivery,D424,290000.0,AGG-FOODY
8384101,2021-02-25 12:25:00,Pickup,D424,143636.0,Store
8384192,2021-02-25 12:34:00,Delivery,D424,272727.0,AGG-FOODY
8384422,2021-02-25 13:11:00,Pickup,D424,489091.0,AGG-GRAB
8384451,2021-02-25 13:18:00,Pickup,D424,310000.0,Store
8384491,2021-02-25 13:31:00,Pickup,D424,18182.0,Store
8384525,2021-02-25 13:41:00,Pickup,D424,71818.0,Store
8384804,2021-02-25 14:56:00,Pickup,D424,300909.0,Store
8384837,2021-02-25 15:02:00,Pickup,D424,263636.0,Store
8384972,2021-02-25 15:26:00,Pickup,D424,117273.0,Store
8385017,2021-02-25 15:37:00,Delivery,D424,228182.0,AGG-FOODY
8385110,2021-02-25 15:53:00,Delivery,D424,137273.0,AGG-FOODY
8385210,2021-02-25 16:07:00,Delivery,D424,108182.0,WEBISTE
8385249,2021-02-25 16:12:00,Pickup,D424,108182.0,Store
8385351,2021-02-25 16:24:00,Delivery,D424,108182.0,Store
8385477,2021-02-25 16:39:00,Pickup,D424,345455.0,Store
8385597,2021-02-25 16:54:00,Delivery,D424,180000.0,CallCenter
8385759,2021-02-25 17:10:00,Pickup,D424,108182.0,Store
8385794,2021-02-25 17:12:00,Pickup,D424,108182.0,Store
8385828,2021-02-25 17:15:00,Pickup,D424,53636.0,Store
8385836,2021-02-25 17:16:00,Pickup,D424,255455.0,CallCenter
8385844,2021-02-25 17:17:00,Pickup,D424,255455.0,Store
8386003,2021-02-25 17:29:00,Pickup,D424,216364.0,AGG-GRAB
8386149,2021-02-25 17:40:00,Pickup,D424,219091.0,Store
8386265,2021-02-25 17:48:00,Pickup,D424,116045.0,WEBISTE
8386385,2021-02-25 17:56:00,Pickup,D424,472727.0,Store
8386533,2021-02-25 18:05:00,Delivery,D424,301818.0,WEBISTE
8386568,2021-02-25 18:08:00,Pickup,D424,180909.0,Store
8386696,2021-02-25 18:16:00,Pickup,D424,255455.0,Store
8386817,2021-02-25 18:24:00,Pickup,D424,228182.0,Store
8386936,2021-02-25 18:32:00,Pickup,D424,153636.0,Store
8387070,2021-02-25 18:39:00,Pickup,D424,361818.0,AGG-GRAB
8387130,2021-02-25 18:42:35,Dinein,D424,21818.0,Store
8387424,2021-02-25 19:03:00,Pickup,D424,346364.0,Store
8387481,2021-02-25 19:06:00,Delivery,D424,347273.0,Store
8387642,2021-02-25 19:17:00,Pickup,D424,108182.0,Store
8387791,2021-02-25 19:29:00,Pickup,D424,217273.0,Store
8387835,2021-02-25 19:32:00,Delivery,D424,298182.0,CallCenter
8387976,2021-02-25 19:43:00,Pickup,D424,217273.0,Store
8388010,2021-02-25 19:46:00,Delivery,D424,137273.0,AGG-FOODY
8388051,2021-02-25 19:50:00,Delivery,D424,271818.0,Store
8388139,2021-02-25 19:58:00,Delivery,D424,200909.0,WEBISTE
8388308,2021-02-25 20:16:00,Pickup,D424,219091.0,Store
8388335,2021-02-25 20:19:00,Pickup,D424,108182.0,Store
8388399,2021-02-25 20:27:00,Delivery,D424,347273.0,WEBISTE
8388477,2021-02-25 20:39:00,Pickup,D424,99091.0,Store
8388481,2021-02-25 20:39:34,Dinein,D424,10909.0,Store
8388561,2021-02-25 20:52:39,Dinein,D424,10909.0,Store
8388596,2021-02-25 20:58:00,Pickup,D424,228182.0,Store
8388819,2021-02-26 10:07:00,Pickup,D424,261818.0,WEBISTE
8388863,2021-02-26 10:15:00,Delivery,D424,119091.0,AGG-FOODY
8388898,2021-02-26 10:23:00,Delivery,D424,275455.0,CallCenter
8388967,2021-02-26 10:34:00,Delivery,D424,275455.0,CallCenter
8389004,2021-02-26 10:40:00,Pickup,D424,363636.0,Store
8389068,2021-02-26 10:49:00,Pickup,D424,108182.0,Store
8389363,2021-02-26 11:19:00,Pickup,D424,352727.0,Store
8389386,2021-02-26 11:21:00,Pickup,D424,153636.0,WEBISTE
8389387,2021-02-26 11:21:00,Pickup,D424,62727.0,Store
8389651,2021-02-26 11:44:00,Pickup,D424,398182.0,Store
8389752,2021-02-26 11:55:00,Pickup,D424,318182.0,Store
8390149,2021-02-26 12:38:00,Delivery,D424,210000.0,WEBISTE
8390290,2021-02-26 12:58:00,Pickup,D424,233636.0,Store
8390428,2021-02-26 13:23:00,Pickup,D424,252727.0,AGG-GRAB
8390436,2021-02-26 13:24:00,Pickup,D424,197273.0,AGG-GRAB
8390561,2021-02-26 13:52:00,Delivery,D424,119091.0,AGG-FOODY
8390569,2021-02-26 13:54:00,Pickup,D424,300909.0,Store
8390802,2021-02-26 14:45:00,Pickup,D424,219091.0,Store
8391041,2021-02-26 15:36:00,Pickup,D424,153636.0,AGG-GRAB
8391102,2021-02-26 15:47:00,Pickup,D424,296364.0,Store
8391144,2021-02-26 15:54:00,Pickup,D424,261818.0,Store
8391259,2021-02-26 16:11:00,Pickup,D424,180000.0,Store
8391270,2021-02-26 16:12:00,Pickup,D424,190000.0,Store
8391289,2021-02-26 16:15:00,Pickup,D424,255455.0,Store
8391341,2021-02-26 16:22:00,Delivery,D424,320909.0,CallCenter
8391382,2021-02-26 16:27:00,Pickup,D424,228182.0,Store
8391387,2021-02-26 16:28:00,Delivery,D424,262727.0,Store
8391450,2021-02-26 16:35:00,Pickup,D424,219091.0,Store
8391530,2021-02-26 16:44:00,Pickup,D424,190000.0,CallCenter
8391620,2021-02-26 16:54:00,Delivery,D424,248182.0,CallCenter
8391627,2021-02-26 16:54:00,Delivery,D424,200000.0,AGG-FOODY
8391628,2021-02-26 16:54:00,Delivery,D424,237273.0,AGG-FOODY
8391650,2021-02-26 16:55:00,Delivery,D424,290909.0,AGG-FOODY
8391882,2021-02-26 17:14:00,Pickup,D424,71818.0,Store
8392082,2021-02-26 17:29:00,Pickup,D424,190000.0,CallCenter
8392084,2021-02-26 17:29:00,Pickup,D424,300000.0,Store
8392235,2021-02-26 17:40:00,Pickup,D424,228182.0,Store
8392277,2021-02-26 17:43:00,Pickup,D424,108182.0,Store
8392309,2021-02-26 17:45:00,Delivery,D424,236364.0,AGG-FOODY
8392324,2021-02-26 17:46:00,Pickup,D424,108182.0,Store
8392359,2021-02-26 17:48:00,Pickup,D424,26364.0,Store
8392413,2021-02-26 17:51:00,Pickup,D424,288182.0,Store
8392430,2021-02-26 17:52:00,Delivery,D424,292727.0,CallCenter
8392486,2021-02-26 17:56:00,Delivery,D424,381818.0,Store
8392527,2021-02-26 17:59:00,Pickup,D424,228182.0,Store
8392616,2021-02-26 18:06:00,Delivery,D424,190000.0,WEBISTE
8392626,2021-02-26 18:07:00,Delivery,D424,540000.0,WEBISTE
8392644,2021-02-26 18:08:00,Pickup,D424,35455.0,CallCenter
8392818,2021-02-26 18:18:00,Pickup,D424,190000.0,Store
8393170,2021-02-26 18:38:00,Pickup,D424,228182.0,Store
8393232,2021-02-26 18:41:00,Pickup,D424,170909.0,Store
8393302,2021-02-26 18:45:00,Pickup,D424,299091.0,Store
8393510,2021-02-26 18:58:00,Pickup,D424,108182.0,Store
8393534,2021-02-26 18:59:00,Delivery,D424,190000.0,WEBISTE
8393764,2021-02-26 19:14:00,Pickup,D424,300000.0,Store
8393796,2021-02-26 19:16:00,Pickup,D424,255455.0,Store
8393812,2021-02-26 19:17:00,Pickup,D424,254545.0,Store
8393843,2021-02-26 19:19:00,Pickup,D424,263636.0,Store
8393869,2021-02-26 19:21:00,Pickup,D424,108182.0,Store
8393919,2021-02-26 19:24:00,Pickup,D424,71818.0,Store
8394088,2021-02-26 19:37:00,Delivery,D424,291818.0,AGG-FOODY
8394152,2021-02-26 19:42:00,Pickup,D424,255455.0,Store
8394300,2021-02-26 19:52:00,Pickup,D424,190000.0,AGG-GRAB
8394343,2021-02-26 19:55:00,Pickup,D424,433636.0,AGG-GRAB
8394479,2021-02-26 20:09:00,Pickup,D424,255455.0,Store
8394578,2021-02-26 20:18:00,Pickup,D424,219091.0,Store
8394702,2021-02-26 20:32:00,Pickup,D424,90000.0,Store
8394748,2021-02-26 20:37:00,Pickup,D424,117273.0,AGG-GRAB
8394764,2021-02-26 20:39:00,Pickup,D424,27273.0,Store
8394799,2021-02-26 20:46:00,Pickup,D424,117273.0,AGG-GRAB
8394801,2021-02-26 20:46:00,Pickup,D424,108182.0,Store
8394829,2021-02-26 20:51:00,Delivery,D424,128182.0,AGG-FOODY
8394933,2021-02-26 21:12:00,Pickup,D424,190000.0,AGG-GRAB
8394936,2021-02-26 21:13:00,Delivery,D424,108182.0,CallCenter
8395198,2021-02-27 10:05:00,Delivery,D424,292727.0,CallCenter
8395220,2021-02-27 10:08:00,Delivery,D424,329091.0,Store
8395324,2021-02-27 10:20:29,Dinein,D424,10909.0,Store
